GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new Thread() {...},3,107,2,8,2,23,2,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ListOrderedMapTest,106,987,0,28,20,245,0,35,0,21
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractIterableMapTest.InnerTestMapIterator,0,53,0,0,0,16,0,10,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,124,129,0,0,69,64,0,16,0,16
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,0,209,0,2,0,56,0,9,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,0,295,0,2,0,78,0,10,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest.TestMultiValuedMapAsMap,4,185,0,10,1,29,1,16,1,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest.TestMultiValuedMapKeySet,4,32,0,0,1,9,1,7,1,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest.TestMultiValuedMapEntries,8,66,0,0,3,17,3,9,3,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,21,1623,3,63,10,402,5,82,2,52
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest.TestMultiValuedMapKeys,4,59,0,0,1,17,1,9,1,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest.TestMultiValuedMapValues,8,61,0,0,3,17,3,9,3,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.multimap,TransformedMultiValuedMapTest,0,385,0,4,0,58,0,9,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,IteratorIterableTest,8,89,2,4,2,26,2,7,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ArrayListIteratorTest,15,134,1,7,6,31,1,10,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LazyIteratorChainTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ArrayIteratorTest,13,94,1,3,5,22,1,8,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LazyIteratorChainTest.new LazyIteratorChain() {...},0,8,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},2,6,0,0,1,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,CollatingIteratorTest,9,819,5,31,2,171,5,26,0,13
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIteratorTest,6,88,1,1,2,25,1,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest,3,1134,3,41,0,239,3,42,0,23
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,IteratorChainTest,23,367,5,13,9,80,5,13,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LazyIteratorChainTest.new LazyIteratorChain() {...},0,25,0,4,0,6,0,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,SkippingIteratorTest,68,389,0,0,33,104,0,14,0,14
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectArrayListIterator2Test,5,38,0,0,1,7,1,5,1,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LoopingIteratorTest,20,363,1,1,9,82,1,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest.Forest,0,33,0,0,0,6,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,PeekingIteratorTest,9,181,0,2,6,51,0,12,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,IteratorEnumerationTest,6,49,0,0,3,11,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ListIteratorWrapper2Test,19,394,1,9,10,84,1,11,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectArrayListIteratorTest,15,136,1,7,6,30,1,9,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ArrayListIterator2Test,18,16,0,0,3,4,3,3,3,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,IteratorChainTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterIteratorTest.new Predicate() {...},0,8,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,UnmodifiableIteratorTest,6,68,1,1,2,17,1,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},0,8,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,AbstractMapIteratorTest,67,375,3,23,27,119,4,20,1,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,SingletonIterator2Test,19,87,1,1,7,27,2,7,1,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LazyIteratorChainTest,23,342,5,13,9,74,5,13,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,31,104,1,3,8,23,4,9,3,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,BoundedIteratorTest.new AbstractIteratorDecorator() {...},0,11,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest.Leaf,7,3,0,0,3,1,2,1,2,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,NodeListIteratorTest.new NodeList() {...},0,17,0,0,0,3,0,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest.Tree,0,33,0,0,0,6,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ListIteratorWrapperTest,24,448,1,9,13,96,1,11,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,NodeListIteratorTest.new NodeList() {...},4,8,0,0,1,2,1,2,1,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterIteratorTest,11,333,3,13,3,65,3,20,0,15
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ArrayIterator2Test,77,180,1,7,20,38,2,11,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LoopingListIteratorTest,27,789,0,0,15,189,0,13,0,13
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,NodeListIteratorTest,9,137,0,2,3,33,0,9,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,PermutationIteratorTest,5,354,0,14,3,92,0,19,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterIteratorTest.new Predicate() {...},0,34,0,4,0,5,0,4,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,PushbackIteratorTest,0,180,0,2,0,42,0,11,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorTest,8,216,3,15,5,61,3,10,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,UniqueFilterIteratorTest,5,155,1,3,2,29,1,6,0,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,LazyIteratorChainTest.new LazyIteratorChain() {...},0,24,0,3,0,5,0,4,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,AbstractListIteratorTest,82,225,5,21,28,75,5,19,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterIteratorTest.new Predicate() {...},0,8,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest.Branch,0,33,0,0,0,6,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,UnmodifiableMapIteratorTest,6,86,1,1,2,24,1,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,SingletonListIteratorTest,12,216,4,4,4,59,4,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,SingletonIteratorTest,6,121,2,2,2,39,2,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest.LeafFinder,4,29,1,7,1,9,1,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ZippingIteratorTest,5,550,5,29,0,107,5,23,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,71,806,0,12,45,189,0,25,0,19
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,UnmodifiableListIteratorTest,6,72,1,1,2,19,1,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,FilterListIteratorTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,BoundedIteratorTest,93,515,0,0,42,137,0,17,0,17
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,AbstractIteratorTest,27,77,1,7,14,35,1,11,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,SkippingIteratorTest.new AbstractIteratorDecorator() {...},0,11,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.iterators,ReverseListIteratorTest,18,285,0,4,9,68,0,9,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,UnmodifiableSortedSetTest,50,113,1,1,20,37,1,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,UnmodifiableNavigableSetTest,50,156,1,1,20,42,1,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,AbstractNavigableSetTest,4,181,0,6,1,41,1,13,1,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedSetTest.new Predicate() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,AbstractSortedSetTest.TestSortedSetSubSet,6,216,1,5,2,47,2,17,1,14
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedNavigableSetTest,21,143,7,7,6,36,7,10,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,AbstractSortedSetTest,4,166,0,10,1,42,1,16,1,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,CompositeSetTest,41,280,0,0,12,70,0,11,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,CompositeSetTest.new CompositeSet.SetMutator() {...},8,7,0,0,2,2,2,2,2,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedNavigableSetTest.new Predicate() {...},0,18,1,3,0,2,1,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedSortedSetTest.new Predicate() {...},0,18,1,3,0,2,1,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,ListOrderedSetTest.A,10,5,4,0,1,2,3,2,1,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,TransformedSortedSetTest,0,191,0,4,0,26,0,9,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,AbstractNavigableSetTest.TestNavigableSetSubSet,13,268,5,9,2,58,6,20,1,17
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,ListOrderedSetTest,34,572,0,18,15,132,0,21,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,MapBackedSet2Test,0,123,0,14,0,27,0,13,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,ListOrderedSet2Test,0,370,0,14,0,84,0,15,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedSetTest,20,153,6,6,6,34,6,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,PredicatedSortedSetTest,21,143,7,7,6,36,7,10,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,MapBackedSetTest,0,11,0,0,0,4,0,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,AbstractSetTest,2,151,2,4,0,41,2,11,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,TransformedNavigableSetTest,0,191,0,4,0,26,0,9,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,ListOrderedSetTest.B,4,11,3,1,0,3,2,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,TransformedSetTest,0,230,0,4,0,33,0,10,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,UnmodifiableSetTest,5,49,0,0,2,17,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.set,EmptySetMutator,4,16,0,0,1,5,1,3,1,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,MultiSetUtilsTest,47,109,0,0,18,25,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,AbstractLinkedListTest,214,0,8,0,84,0,15,0,11,0
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,ClosureUtilsTest.MockClosure,0,17,0,0,0,6,0,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,AbstractTreeMapTest,45,0,0,0,15,0,4,0,4,0
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Closure() {...},0,22,0,0,0,3,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},6,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Equator() {...},4,17,0,2,1,2,1,3,1,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},6,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Closure() {...},13,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Transformer() {...},4,6,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Predicate() {...},0,11,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest,207,1225,5,5,64,257,7,21,2,21
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,TransformerUtilsTest,240,947,0,2,71,197,0,21,0,20
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},8,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,MapPerformance.DummyMap,22,0,0,0,12,0,12,0,12,0
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Equator() {...},1,20,1,1,0,3,1,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,MapUtilsTest.new Predicate() {...},3,6,0,0,1,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,TransformerUtilsTest.new Predicate() {...},0,14,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,MultiSetUtilsTest.new Predicate() {...},1,13,1,1,0,2,1,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Predicate() {...},1,13,1,1,0,2,1,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Predicate() {...},0,14,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Transformer() {...},4,6,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},4,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Predicate() {...},1,13,1,1,0,2,1,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},5,9,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,FactoryUtilsTest.Mock3,0,16,0,0,0,5,0,3,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Predicate() {...},0,12,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,CollectionUtilsTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,SplitMapUtilsTest.new Runnable() {...},6,12,0,0,2,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4,IterableUtilsTest.new Transformer() {...},4,6,0,0,2,1,1,1,1,1
