GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,EventListenerTestImpl,0,27,0,0,0,7,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestConfigurationEventTypes,0,196,0,0,0,75,0,23,0,23
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList.EventBase,0,11,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestPropertiesConfigurationEvents,0,7,0,0,0,2,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestPropertyConverter.new Object() {...},0,8,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestDisabledListDelimiterHandler,3,287,0,2,1,66,0,18,0,17
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestPropertyConverter,34,260,0,0,13,67,6,22,6,22
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestDefaultConversionHandler,33,605,0,2,4,114,2,26,2,25
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestDefaultConversionHandler.new ConfigurationInterpolator() {...},0,11,0,2,0,5,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestDefaultListDelimiterHandler,0,264,0,2,0,47,0,17,0,16
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.convert,TestDefaultListDelimiterHandler.new ValueTransformer() {...},0,16,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestXPathExpressionEngine,60,809,0,6,22,187,5,39,5,36
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestConfigurationNodeIteratorChildren,1,581,1,13,0,130,1,24,0,18
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestXPathContextFactory,0,47,0,0,0,15,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestXPathExpressionEngineInConfig,0,172,0,2,0,42,0,9,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestConfigurationNodePointerFactory,0,231,0,6,0,51,0,14,0,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestConfigurationNodePointer,5,240,0,4,2,59,1,11,1,9
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,AbstractXPathTest,0,141,0,14,0,32,0,14,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestConfigurationIteratorAttributes,0,217,0,2,0,53,0,9,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree.xpath,TestConfigurationAttributePointer,5,171,0,0,2,49,1,14,1,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.EntityResolverWithPropertiesTestImpl,0,33,0,0,0,13,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.TestLookup,0,32,0,0,0,7,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder,29,2432,3,15,10,681,4,72,1,66
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingMultiFileConfigurationBuilder.ReloadingMultiFileConfigurationBuilderTestImpl,0,33,0,0,0,10,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestBaseConfigurationBuilderProvider,23,263,0,2,9,89,1,16,1,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.CombinedConfigurationTestImpl,0,3,0,0,0,1,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilderFileBased.new ReloadingDetectorFactory() {...},0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.ReadThread,10,30,0,0,3,12,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.FileSystemTestImpl,0,3,0,0,0,1,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.BuilderProviderTestImpl,0,24,0,0,0,8,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilderFileBased.new ReloadingDetectorFactory() {...},0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingMultiFileConfigurationBuilder,0,258,0,6,0,87,0,10,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilderFileBased.ConstantConfigurationBuilder,0,10,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestConfigurationDeclaration,4,246,0,2,2,60,0,9,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestMultiWrapDynaBean,29,253,0,4,8,69,4,13,4,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilderFileBased,3,532,4,12,1,124,4,17,0,13
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilderVFS,0,69,0,0,0,19,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestBaseConfigurationBuilderProvider.new CombinedConfigurationBuilder() {...},0,15,1,1,0,6,1,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilderFileBased.ReloadThread,20,48,2,4,4,14,2,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestMultiFileBuilderParametersImpl,0,187,0,0,0,58,0,9,0,9
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.new ConfigurationBuilderProvider() {...},0,15,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestReloadingCombinedConfigurationBuilder,0,201,0,0,0,68,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedBuilderParametersImpl,32,658,0,0,10,231,1,28,1,28
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestMultiFileConfigurationBuilder,19,629,3,3,8,223,3,19,0,19
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestMultiWrapDynaBean.WrappedBeanTestImpl,13,30,0,0,3,10,2,5,2,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestBaseConfigurationBuilderProvider.new ConfigurationDeclaration() {...},0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestMultiFileConfigurationBuilder.new MultiFileConfigurationBuilder() {...},0,19,0,0,0,7,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,AbstractMultiFileConfigurationBuilderTest,0,62,0,2,0,21,0,8,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestCombinedConfigurationBuilder.ConstantConfigurationBuilder,0,10,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.combined,TestFileExtensionConfigurationBuilderProvider,6,211,0,0,3,98,0,14,0,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder.InitializableConfiguration,0,17,0,0,0,5,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder.new DefaultBeanFactory() {...},0,19,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestFileBasedConfigurationBuilder.new PropertiesConfiguration() {...},0,6,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilderEvents.new EventListener() {...},0,13,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestDatabaseBuilderParametersImpl,0,176,0,0,0,46,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilderEvents,2,236,0,0,1,97,0,12,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestDefaultParametersManager.FileBasedDefaultsHandler,0,11,0,0,0,4,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder,20,857,0,4,10,281,1,32,1,30
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestAutoSaveListener,0,234,0,0,0,53,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestFileBasedBuilderParameters,4,644,0,0,2,213,1,24,1,24
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestReloadingFileBasedConfigurationBuilder.ReloadingFileBasedConfigurationBuilderTestImpl,0,16,0,0,0,6,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestXMLBuilderParametersImpl,0,279,0,0,0,69,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestDefaultParametersManager.new DefaultParametersHandler() {...},0,23,0,0,0,8,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicBuilderParameters,34,1035,0,0,16,274,4,32,4,32
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder.BasicConfigurationBuilderInitFailImpl,0,11,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBuilderConfigurationWrapperFactory,18,274,0,0,5,101,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder.AccessBuilderThread,4,25,0,0,2,10,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestReloadingBuilderSupportListener,0,101,0,0,0,34,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestDefaultReloadingDetectorFactory,1,68,1,1,0,23,1,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestPropertiesBuilderParametersImpl,0,212,0,0,0,60,0,8,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestDefaultParametersManager,15,279,0,0,4,90,2,12,2,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestJndiBuilderParametersImpl,0,121,0,0,0,29,0,6,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestBasicConfigurationBuilder.new BasicConfigurationBuilder() {...},0,19,0,0,0,5,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestCopyObjectDefaultHandler.new XMLBuilderParametersImpl() {...},0,11,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,ParametersBeanTestImpl,30,0,0,0,12,0,8,0,8,0
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestHierarchicalBuilderParametersImpl,0,108,0,0,0,33,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestReloadingFileBasedConfigurationBuilder,0,357,0,0,0,113,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,BuilderEventListenerImpl,0,51,0,2,0,16,0,6,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestEventListenerParameters,0,102,0,0,0,31,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestCopyObjectDefaultHandler,8,100,0,0,4,35,1,4,1,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder,TestFileBasedConfigurationBuilder,16,842,1,1,6,264,2,26,1,26
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.fluent,TestConfigurations,24,449,0,0,11,172,1,38,1,38
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.fluent,TestParameters,2,653,2,4,0,192,2,26,0,25
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.builder.fluent,TestParameters.new IAnswer() {...},0,18,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestProvidedURLLocationStrategy,0,63,0,0,0,17,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.new Thread() {...},0,14,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.FileHandlerListenerTestImpl,0,69,0,0,0,25,0,8,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileSystemLocationStrategy,0,63,0,0,0,20,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestDefaultFileSystem,9,32,0,0,2,9,1,4,1,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.new Thread() {...},0,18,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestHomeDirectoryLocationStrategy,0,185,0,0,0,53,0,9,0,9
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.new Thread() {...},0,18,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.FileBasedTestImpl,0,25,0,0,0,10,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestConfigurationLogger,8,377,0,0,4,89,2,15,2,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestAbsoluteNameLocationStrategy,0,90,0,0,0,26,0,6,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestConfigurationLogger.new ConfigurationLogger() {...},0,15,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestCombinedLocationStrategy,12,255,0,8,6,68,1,18,1,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestClasspathLocationStrategy,0,81,0,0,0,23,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler,107,2281,3,13,44,625,5,94,2,89
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.FileBasedInputStreamSupportTestImpl,0,29,0,2,0,6,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileLocator,0,342,0,0,0,112,0,11,0,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.FileBasedFileLocatorAwareTestImpl,0,48,0,0,0,10,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileHandler.new Thread() {...},0,14,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestFileLocatorUtils,9,757,0,0,4,250,1,39,1,39
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.io,TestBasePathLocationStrategy,0,105,0,0,0,32,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.sync,TestReadWriteSynchronizer.UpdateThread,7,69,1,3,3,19,1,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.sync,TestReadWriteSynchronizer.ReaderThread,6,38,1,3,1,12,1,4,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.sync,TestReadWriteSynchronizer,0,242,0,10,0,53,0,10,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.sync,TestReadWriteSynchronizer.Account,0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestTrackedNodeModel,13,442,0,0,4,93,2,16,2,16
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,AbstractImmutableNodeHandlerTest.DummyNodeMatcher,0,2,0,0,0,1,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,NodeStructureHelper.new IAnswer() {...},0,24,0,0,0,9,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeUpdateData,23,201,0,0,6,54,0,9,0,9
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModel.new IAnswer() {...},0,40,0,0,0,7,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestTreeData,0,11,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestOverrideCombiner,0,327,0,0,0,90,0,11,0,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestImmutableNode,29,1069,0,16,8,255,2,53,2,45
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeTreeWalker,4,313,0,12,2,87,0,21,0,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestUnionCombiner,0,176,0,0,0,56,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModelReferences,12,435,0,8,4,110,1,19,1,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestDefaultExpressionEngine.new NodeMatcher() {...},0,14,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestTrackedNodeHandler,0,81,0,0,0,16,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeSelector,0,352,0,0,0,98,0,15,0,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModel.new Thread() {...},1,32,0,0,1,7,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestMergeCombiner,0,266,0,0,0,81,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,NodeStructureHelper.new IAnswer() {...},0,24,0,0,0,10,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModelTrackedNodes,54,1589,0,16,18,422,4,64,4,56
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestDefaultExpressionEngineSymbols,0,218,0,2,0,73,0,11,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModelReferences.new ConfigurationNodeVisitorAdapter() {...},0,15,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestDefaultExpressionEngine,31,1443,0,14,9,323,4,57,4,50
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeHandlerDecorator.new NodeHandlerDecorator() {...},0,13,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModel,31,2111,3,23,10,579,3,54,0,44
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestInMemoryNodeModel.new IAnswer() {...},0,20,0,0,0,6,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeHandlerDecorator,0,14,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeNameMatchers,0,124,0,0,0,39,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.tree,TestNodeAddData,12,77,0,0,4,25,0,6,0,6
